Participant_ID,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,statement,interfaceMarkers,gameMarkers,lineNumber,fileName,interface,gameNumber,lowerStatement,statementClean,phrase,cumulativeGameNumber,fortressRelevant
12,1,1,1,1,0,Uhh I feel like I just wanna spam shots at the fortress but it really doesnít work that way if I remember correctly.,FALSE,FALSE,354,p012_PreCode_2019.txt,keyboard,1,uhh i feel like i just wanna spam shots at the fortress but it really doesnít work that way if i remember correctly.,uhh i feel like i just wanna spam shots at the fortress but it really doesnt work that way if i remember correctly,TRUE,1,1
12,1,1,1,1,0,"If you go super slow, you make yourself vulnerable to the fortress and the mines.",FALSE,FALSE,366,p012_PreCode_2019.txt,keyboard,1,"if you go super slow, you make yourself vulnerable to the fortress and the mines.",if you go super slow you make yourself vulnerable to the fortress and the mines,TRUE,1,1
12,1,1,1,1,0,Most of my damage is coming from the fortress instead of the mine.,FALSE,FALSE,429,p012_PreCode_2019.txt,keyboard,3,most of my damage is coming from the fortress instead of the mine.,most of my damage is coming from the fortress instead of the mine,TRUE,3,1
12,1,1,1,1,0,I feel like itís almost worth it to spend time not getting it than it is actually killing the fortress.,FALSE,FALSE,554,p012_PreCode_2019.txt,keyboard,6,i feel like itís almost worth it to spend time not getting it than it is actually killing the fortress.,i feel like its almost worth it to spend time not getting it than it is actually killing the fortress,TRUE,6,1
12,1,1,1,1,0,I was hit by the mine and fortress an equal amount of times.,FALSE,FALSE,567,p012_PreCode_2019.txt,keyboard,6,i was hit by the mine and fortress an equal amount of times.,i was hit by the mine and fortress an equal amount of times,TRUE,6,1
12,1,1,1,1,0,"If you get to like ten, Iím sure it might be worth it to go straight next to the fortress shoot it and hope it hits.",FALSE,FALSE,628,p012_PreCode_2019.txt,keyboard,8,"if you get to like ten, iím sure it might be worth it to go straight next to the fortress shoot it and hope it hits.",if you get to like ten im sure it might be worth it to go straight next to the fortress shoot it and hope it hits,TRUE,8,1
12,1,1,1,1,0,I was hit by the fortress a lot that time.,FALSE,FALSE,639,p012_PreCode_2019.txt,keyboard,8,i was hit by the fortress a lot that time.,i was hit by the fortress a lot that time,TRUE,8,1
12,1,1,1,1,0,I keep losing points cause Iím getting hit by the fortress.,FALSE,FALSE,666,p012_PreCode_2019.txt,keyboard,9,i keep losing points cause iím getting hit by the fortress.,i keep losing points cause im getting hit by the fortress,TRUE,9,1
14,1,1,1,1,0,And fortress down.,FALSE,FALSE,157,p014_PreCode_2019.txt,joystick,4,and fortress down.,and fortress down,TRUE,14,1
14,1,1,1,1,0,Really starting to focus on destroying the stupid fortress.,FALSE,FALSE,446,p014_PreCode_2019.txt,keyboard,1,really starting to focus on destroying the stupid fortress.,really starting to focus on destroying the stupid fortress,TRUE,1,1
14,1,1,1,1,0,I want to destroy the fortress.,FALSE,FALSE,490,p014_PreCode_2019.txt,keyboard,2,i want to destroy the fortress.,i want to destroy the fortress,TRUE,2,1
14,1,1,1,1,0,Hey I destroyed the fortress.,FALSE,FALSE,496,p014_PreCode_2019.txt,keyboard,2,hey i destroyed the fortress.,hey i destroyed the fortress,TRUE,2,1
14,1,1,1,1,0,That is the wrong direction relative to the fortress.,FALSE,FALSE,515,p014_PreCode_2019.txt,keyboard,3,that is the wrong direction relative to the fortress.,that is the wrong direction relative to the fortress,TRUE,3,1
14,1,1,1,1,0,And bounced off the fortress.,FALSE,FALSE,516,p014_PreCode_2019.txt,keyboard,3,and bounced off the fortress.,and bounced off the fortress,TRUE,3,1
14,1,1,1,1,0,I actually [11:40 uninterpretable] okay destroyed the fortress.,FALSE,FALSE,557,p014_PreCode_2019.txt,keyboard,4,i actually [11:40 uninterpretable] okay destroyed the fortress.,i actually 1140 uninterpretable okay destroyed the fortress,TRUE,4,1
14,1,1,1,1,0,I‚Äôm slowly moving strait towards the fortress and now I‚Äôm dead.,FALSE,FALSE,608,p014_PreCode_2019.txt,keyboard,5,i‚Äôm slowly moving strait towards the fortress and now i‚Äôm dead.,im slowly moving strait towards the fortress and now im dead,TRUE,5,1
14,1,1,1,1,0,Fire at the fortress.,FALSE,FALSE,623,p014_PreCode_2019.txt,keyboard,5,fire at the fortress.,fire at the fortress,TRUE,5,1
14,1,1,1,1,0,"I‚Äôm not just taking hits, anytime you move just strait at the fortress you‚Äôre just done for.",FALSE,FALSE,810,p014_PreCode_2019.txt,keyboard,9,"i‚Äôm not just taking hits, anytime you move just strait at the fortress you‚Äôre just done for.",im not just taking hits anytime you move just strait at the fortress youre just done for,TRUE,9,1
15,2,0,1,1,0,"Now I can shoot the mother fortress thing, if I could turn that would beÖ die!",FALSE,FALSE,1160,p015_PreCode_2019.txt,keyboard,8,"now i can shoot the mother fortress thing, if i could turn that would beÖ die!",now i can shoot the mother fortress thing if i could turn that would be die,TRUE,8,1
16,1,1,1,1,1,I need to get the fortress then.,FALSE,FALSE,173,p016_PreCode_2019.txt,joystick,2,i need to get the fortress then.,i need to get the fortress then,TRUE,2,1
17,2,0,1,1,1,"P: Iím not flopping around as much, Iím actually able to just aim it at the little fortress",FALSE,FALSE,63,p017_PreCode_2019.txt,keyboard,2,"p: iím not flopping around as much, iím actually able to just aim it at the little fortress",p im not flopping around as much im actually able to just aim it at the little fortress,TRUE,12,1
18,1,0,1,1,0,P: So it takes more than 10 shots to kill the fortress?,FALSE,FALSE,39,p018_PreCode_2019.txt,keyboard,6,p: so it takes more than 10 shots to kill the fortress?,p so it takes more than 10 shots to kill the fortress,TRUE,6,1
19,2,0,1,1,0,"P: I got like 4 on the fortress, 5",FALSE,FALSE,59,p019_PreCode_2019.txt,joystick,7,"p: i got like 4 on the fortress, 5",p i got like 4 on the fortress 5,TRUE,17,1
19,2,0,1,1,0,"I shot the fortress Im at 4, back to 0.",FALSE,FALSE,130,p019_PreCode_2019.txt,keyboard,6,"i shot the fortress im at 4, back to 0.",i shot the fortress im at 4 back to 0,TRUE,6,1
20,1,0,1,0,0,"Iím already negative a thousand points, so I shouldíve gotten the shots because Iím only doing thirty seven and I Know itís not likely but I need the shots to kill the fortress and the mines and back down to zero.",FALSE,FALSE,130,p020_PreCode_2019.txt,joystick,6,"iím already negative a thousand points, so i shouldíve gotten the shots because iím only doing thirty seven and i know itís not likely but i need the shots to kill the fortress and the mines and back down to zero.",im already negative a thousand points so i shouldve gotten the shots because im only doing thirty seven and i know its not likely but i need the shots to kill the fortress and the mines and back down to zero,TRUE,16,1
20,1,0,1,0,0,And now the fortressís vulnerability is up to two and thereís a dollar sign.,FALSE,FALSE,266,p020_PreCode_2019.txt,joystick,9,and now the fortressís vulnerability is up to two and thereís a dollar sign.,and now the fortresss vulnerability is up to two and theres a dollar sign,TRUE,19,1
20,1,0,1,0,0,And I have to restart because the fortress got me,FALSE,FALSE,483,p020_PreCode_2019.txt,keyboard,3,and i have to restart because the fortress got me,and i have to restart because the fortress got me,TRUE,3,1
20,1,0,1,0,0,I feel like the fortress definitely has an advantage,FALSE,FALSE,525,p020_PreCode_2019.txt,keyboard,4,i feel like the fortress definitely has an advantage,i feel like the fortress definitely has an advantage,TRUE,4,1
20,1,0,1,0,0,P= I just wanna destriy the fortress once,FALSE,FALSE,638,p020_PreCode_2019.txt,keyboard,7,p= i just wanna destriy the fortress once,p i just wanna destriy the fortress once,TRUE,7,1
27,1,1,1,0,1,I hit the fortress one time.,FALSE,FALSE,470,p027_PreCode_2019.txt,keyboard,9,i hit the fortress one time.,i hit the fortress one time,TRUE,19,1
28,1,0,1,0,1,"Alright, now Iím gonna start shooting the fortress now.",FALSE,FALSE,161,p028_PreCode_2019.txt,joystick,4,"alright, now iím gonna start shooting the fortress now.",alright now im gonna start shooting the fortress now,TRUE,4,1
29,1,0,1,1,0,Only destroyed the fortress once wow.,FALSE,FALSE,210,p029_PreCode_2019.txt,joystick,6,only destroyed the fortress once wow.,only destroyed the fortress once wow,TRUE,16,1
29,1,0,1,1,0,Come on come on lemmy just destroy the fortress.,FALSE,FALSE,581,p029_PreCode_2019.txt,keyboard,9,come on come on lemmy just destroy the fortress.,come on come on lemmy just destroy the fortress,TRUE,9,1
32,1,99,1,1,0,P: destroy the fortress.,FALSE,FALSE,217,p032_PreCode_2019.txt,keyboard,2,p: destroy the fortress.,p destroy the fortress,TRUE,2,1
33,1,1,1,0,0,No shoot the fortress,FALSE,FALSE,606,p033_PreCode_2019.txt,keyboard,2,no shoot the fortress,no shoot the fortress,TRUE,2,1
33,1,1,1,0,0,Shoot the fortress,FALSE,FALSE,838,p033_PreCode_2019.txt,keyboard,8,shoot the fortress,shoot the fortress,TRUE,8,1
34,1,1,1,0,1,So my biggest concern is with the fortress.,FALSE,FALSE,266,p034_PreCode_2019.txt,joystick,5,so my biggest concern is with the fortress.,so my biggest concern is with the fortress,TRUE,5,1
34,1,1,1,0,1,Didnít destroy the fortress but thatís positive.,FALSE,FALSE,443,p034_PreCode_2019.txt,joystick,9,didnít destroy the fortress but thatís positive.,didnt destroy the fortress but thats positive,TRUE,9,1
35,1,99,1,1,0,"P: I‚Äôm just trying to stay inside the box and shoot the fortress, I‚Äôve pretty much given up entirely on the mines",FALSE,FALSE,24,p035_PreCode_2019.txt,joystick,2,"p: i‚Äôm just trying to stay inside the box and shoot the fortress, i‚Äôve pretty much given up entirely on the mines",p im just trying to stay inside the box and shoot the fortress ive pretty much given up entirely on the mines,TRUE,12,1
35,1,99,1,1,0,"P: I can assume I‚Äôd be more interested and involved if I tried to implement every strategy, like friend or foe and the intervals but I feel I can‚Äôt I need to try to get at least one shot off on the fortress",FALSE,FALSE,30,p035_PreCode_2019.txt,joystick,3,"p: i can assume i‚Äôd be more interested and involved if i tried to implement every strategy, like friend or foe and the intervals but i feel i can‚Äôt i need to try to get at least one shot off on the fortress",p i can assume id be more interested and involved if i tried to implement every strategy like friend or foe and the intervals but i feel i cant i need to try to get at least one shot off on the fortress,TRUE,13,1
35,1,99,1,1,0,P: Taking out the fortress seems to be the best way to not suck,FALSE,FALSE,43,p035_PreCode_2019.txt,joystick,4,p: taking out the fortress seems to be the best way to not suck,p taking out the fortress seems to be the best way to not suck,TRUE,14,1
35,1,99,1,1,0,"P: The two things I‚Äôve really been focusing on are staying in the hexagon which I haven‚Äôt been doing great at, my other goal is to kill the fortress I‚Äôve been doing okay at that.",FALSE,FALSE,54,p035_PreCode_2019.txt,joystick,5,"p: the two things i‚Äôve really been focusing on are staying in the hexagon which i haven‚Äôt been doing great at, my other goal is to kill the fortress i‚Äôve been doing okay at that.",p the two things ive really been focusing on are staying in the hexagon which i havent been doing great at my other goal is to kill the fortress ive been doing okay at that,TRUE,15,1
35,1,99,1,1,0,P: Maybe that shows that my staying in the hexagon and shooting the fortress the most important part has made me terrible in every other part,FALSE,FALSE,68,p035_PreCode_2019.txt,joystick,7,p: maybe that shows that my staying in the hexagon and shooting the fortress the most important part has made me terrible in every other part,p maybe that shows that my staying in the hexagon and shooting the fortress the most important part has made me terrible in every other part,TRUE,17,1
35,1,99,1,1,0,"P: I think this is a good speed, not quick enough not slow enough for the fortress to kill me",FALSE,FALSE,70,p035_PreCode_2019.txt,joystick,7,"p: i think this is a good speed, not quick enough not slow enough for the fortress to kill me",p i think this is a good speed not quick enough not slow enough for the fortress to kill me,TRUE,17,1
35,1,99,1,1,0,"P: Going to keep it slow, alright, 9, 10, that was fairly quick, I‚Äôm going to try to go just completely up and down, as perfectly vertical as I can(world wrapping), this will make it nearly impossible for the fortress to get me and mines to get me.",FALSE,FALSE,74,p035_PreCode_2019.txt,joystick,8,"p: going to keep it slow, alright, 9, 10, that was fairly quick, i‚Äôm going to try to go just completely up and down, as perfectly vertical as i can(world wrapping), this will make it nearly impossible for the fortress to get me and mines to get me.",p going to keep it slow alright 9 10 that was fairly quick im going to try to go just completely up and down as perfectly vertical as i canworld wrapping this will make it nearly impossible for the fortress to get me and mines to get me,TRUE,18,1
35,1,99,1,1,0,"P: Basically my goal now is shooting the fortress without being shot, I‚Äôve almost completely forgotten about the mines, just exclusively me and the freaking fortress.",FALSE,FALSE,246,p035_PreCode_2019.txt,keyboard,9,"p: basically my goal now is shooting the fortress without being shot, i‚Äôve almost completely forgotten about the mines, just exclusively me and the freaking fortress.",p basically my goal now is shooting the fortress without being shot ive almost completely forgotten about the mines just exclusively me and the freaking fortress,TRUE,9,1
