Participant_ID,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,statement,interfaceMarkers,gameMarkers,lineNumber,fileName,interface,gameNumber,lowerStatement,statementClean,phrase,cumulativeGameNumber,bonusRelevant
3,1,1,1,1,1,Missed the bonus.,FALSE,FALSE,229,p003_PreCode_2019.txt,joystick,10,missed the bonus.,missed the bonus,TRUE,10,1
3,1,1,1,1,1,"Saw one dollar sign, could collect the bonus.",FALSE,FALSE,263,p003_PreCode_2019.txt,keyboard,1,"saw one dollar sign, could collect the bonus.",saw one dollar sign could collect the bonus,TRUE,11,1
3,1,1,1,1,1,I took bonus points.,FALSE,FALSE,350,p003_PreCode_2019.txt,keyboard,4,i took bonus points.,i took bonus points,TRUE,14,1
3,1,1,1,1,1,Collected the bonus.,FALSE,FALSE,418,p003_PreCode_2019.txt,keyboard,6,collected the bonus.,collected the bonus,TRUE,16,1
3,1,1,1,1,1,"That’s unfriendly, I missed the bonus.",FALSE,FALSE,431,p003_PreCode_2019.txt,keyboard,6,"that’s unfriendly, i missed the bonus.",thats unfriendly i missed the bonus,TRUE,16,1
3,1,1,1,1,1,Got a new bonus—shots.,FALSE,FALSE,432,p003_PreCode_2019.txt,keyboard,6,got a new bonus—shots.,got a new bonusshots,TRUE,16,1
3,1,1,1,1,1,Collect the bonus—missed the bonus because I died.,FALSE,FALSE,532,p003_PreCode_2019.txt,keyboard,10,collect the bonus—missed the bonus because i died.,collect the bonusmissed the bonus because i died,TRUE,20,1
3,1,1,1,1,1,[inaudible] bonus.,FALSE,FALSE,535,p003_PreCode_2019.txt,keyboard,10,[inaudible] bonus.,inaudible bonus,TRUE,20,1
3,1,1,1,1,1,Collected bonus.,FALSE,FALSE,546,p003_PreCode_2019.txt,keyboard,10,collected bonus.,collected bonus,TRUE,20,1
4,2,1,1,1,0,Bonus.,FALSE,FALSE,30,p004_PreCode_2019.txt,joystick,2,bonus.,bonus,FALSE,12,1
4,2,1,1,1,0,Bonus.,FALSE,FALSE,70,p004_PreCode_2019.txt,joystick,3,bonus.,bonus,FALSE,13,1
4,2,1,1,1,0,Bonus.,FALSE,FALSE,166,p004_PreCode_2019.txt,joystick,7,bonus.,bonus,FALSE,17,1
4,2,1,1,1,0,Yes I finally got the bonus.,FALSE,FALSE,346,p004_PreCode_2019.txt,keyboard,5,yes i finally got the bonus.,yes i finally got the bonus,TRUE,5,1
4,2,1,1,1,0,There you go bonus.,FALSE,FALSE,359,p004_PreCode_2019.txt,keyboard,6,there you go bonus.,there you go bonus,TRUE,6,1
4,2,1,1,1,0,"Yeah, I was gonna get the bonus.",FALSE,FALSE,360,p004_PreCode_2019.txt,keyboard,6,"yeah, i was gonna get the bonus.",yeah i was gonna get the bonus,TRUE,6,1
4,2,1,1,1,0,Yeah bonus points.,FALSE,FALSE,379,p004_PreCode_2019.txt,keyboard,7,yeah bonus points.,yeah bonus points,TRUE,7,1
4,2,1,1,1,0,I got bonus points.,FALSE,FALSE,392,p004_PreCode_2019.txt,keyboard,7,i got bonus points.,i got bonus points,TRUE,7,1
4,2,1,1,1,0,Bonus.,FALSE,FALSE,410,p004_PreCode_2019.txt,keyboard,8,bonus.,bonus,FALSE,8,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,24,p006_PreCode_2019.txt,joystick,2,bonus points.,bonus points,TRUE,2,1
6,2,1,1,1,1,I only got one out of five bonuses.,FALSE,FALSE,28,p006_PreCode_2019.txt,joystick,2,i only got one out of five bonuses.,i only got one out of five bonuses,TRUE,2,1
6,2,1,1,1,1,And that’s the bonus.,FALSE,FALSE,38,p006_PreCode_2019.txt,joystick,3,and that’s the bonus.,and thats the bonus,TRUE,3,1
6,2,1,1,1,1,Didn’t get any bonuses though.,FALSE,FALSE,50,p006_PreCode_2019.txt,joystick,3,didn’t get any bonuses though.,didnt get any bonuses though,TRUE,3,1
6,2,1,1,1,1,So the bonus takes some time to show up the second one so im jumping on that.,FALSE,FALSE,53,p006_PreCode_2019.txt,joystick,4,so the bonus takes some time to show up the second one so im jumping on that.,so the bonus takes some time to show up the second one so im jumping on that,TRUE,4,1
6,2,1,1,1,1,That’s the second I got bonus points.,FALSE,FALSE,55,p006_PreCode_2019.txt,joystick,4,that’s the second i got bonus points.,thats the second i got bonus points,TRUE,4,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,63,p006_PreCode_2019.txt,joystick,4,bonus points.,bonus points,TRUE,4,1
6,2,1,1,1,1,I missed my bonus opportunity cuz I clicked too early.,FALSE,FALSE,89,p006_PreCode_2019.txt,joystick,6,i missed my bonus opportunity cuz i clicked too early.,i missed my bonus opportunity cuz i clicked too early,TRUE,6,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,92,p006_PreCode_2019.txt,joystick,6,bonus points.,bonus points,TRUE,6,1
6,2,1,1,1,1,Bonus point.,FALSE,FALSE,106,p006_PreCode_2019.txt,joystick,7,bonus point.,bonus point,TRUE,7,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,110,p006_PreCode_2019.txt,joystick,7,bonus points.,bonus points,TRUE,7,1
6,2,1,1,1,1,Missed the bonus points.,FALSE,FALSE,123,p006_PreCode_2019.txt,joystick,8,missed the bonus points.,missed the bonus points,TRUE,8,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,133,p006_PreCode_2019.txt,joystick,9,bonus points.,bonus points,TRUE,9,1
6,2,1,1,1,1,Missed the bonus.,FALSE,FALSE,140,p006_PreCode_2019.txt,joystick,10,missed the bonus.,missed the bonus,TRUE,10,1
6,2,1,1,1,1,Got the bonus.,FALSE,FALSE,151,p006_PreCode_2019.txt,keyboard,1,got the bonus.,got the bonus,TRUE,11,1
6,2,1,1,1,1,That’s the bonus.,FALSE,FALSE,156,p006_PreCode_2019.txt,keyboard,1,that’s the bonus.,thats the bonus,TRUE,11,1
6,2,1,1,1,1,It’s a bonus.,FALSE,FALSE,161,p006_PreCode_2019.txt,keyboard,1,it’s a bonus.,its a bonus,TRUE,11,1
6,2,1,1,1,1,I think that was the first flash that’s the bonus.,FALSE,FALSE,163,p006_PreCode_2019.txt,keyboard,1,i think that was the first flash that’s the bonus.,i think that was the first flash thats the bonus,TRUE,11,1
6,2,1,1,1,1,I think that should be the first flash for bonus and that’s a friend.,FALSE,FALSE,168,p006_PreCode_2019.txt,keyboard,2,i think that should be the first flash for bonus and that’s a friend.,i think that should be the first flash for bonus and thats a friend,TRUE,12,1
6,2,1,1,1,1,Second flash bonus.,FALSE,FALSE,172,p006_PreCode_2019.txt,keyboard,2,second flash bonus.,second flash bonus,TRUE,12,1
6,2,1,1,1,1,That’s bonus.,FALSE,FALSE,176,p006_PreCode_2019.txt,keyboard,2,that’s bonus.,thats bonus,TRUE,12,1
6,2,1,1,1,1,And another bonus points.,FALSE,FALSE,181,p006_PreCode_2019.txt,keyboard,2,and another bonus points.,and another bonus points,TRUE,12,1
6,2,1,1,1,1,Second flash bonus points.,FALSE,FALSE,189,p006_PreCode_2019.txt,keyboard,3,second flash bonus points.,second flash bonus points,TRUE,13,1
6,2,1,1,1,1,That’s the bonus.,FALSE,FALSE,200,p006_PreCode_2019.txt,keyboard,3,that’s the bonus.,thats the bonus,TRUE,13,1
6,2,1,1,1,1,That’s a bonus.,FALSE,FALSE,208,p006_PreCode_2019.txt,keyboard,4,that’s a bonus.,thats a bonus,TRUE,14,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,214,p006_PreCode_2019.txt,keyboard,4,bonus points.,bonus points,TRUE,14,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,220,p006_PreCode_2019.txt,keyboard,4,bonus points.,bonus points,TRUE,14,1
6,2,1,1,1,1,Bonus.,FALSE,FALSE,223,p006_PreCode_2019.txt,keyboard,4,bonus.,bonus,FALSE,14,1
6,2,1,1,1,1,I missed that bonus.,FALSE,FALSE,228,p006_PreCode_2019.txt,keyboard,4,i missed that bonus.,i missed that bonus,TRUE,14,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,238,p006_PreCode_2019.txt,keyboard,5,bonus points.,bonus points,TRUE,15,1
6,2,1,1,1,1,Bonus.,FALSE,FALSE,249,p006_PreCode_2019.txt,keyboard,5,bonus.,bonus,FALSE,15,1
6,2,1,1,1,1,Bonus points.,FALSE,FALSE,258,p006_PreCode_2019.txt,keyboard,6,bonus points.,bonus points,TRUE,16,1
6,2,1,1,1,1,Tats bonus.,FALSE,FALSE,261,p006_PreCode_2019.txt,keyboard,6,tats bonus.,tats bonus,TRUE,16,1
6,2,1,1,1,1,Bonus.,FALSE,FALSE,272,p006_PreCode_2019.txt,keyboard,7,bonus.,bonus,FALSE,17,1
6,2,1,1,1,1,I keep messing up the bonus.,FALSE,FALSE,281,p006_PreCode_2019.txt,keyboard,8,i keep messing up the bonus.,i keep messing up the bonus,TRUE,18,1
6,2,1,1,1,1,That’s a bonus.,FALSE,FALSE,291,p006_PreCode_2019.txt,keyboard,9,that’s a bonus.,thats a bonus,TRUE,19,1
6,2,1,1,1,1,Bonus.,FALSE,FALSE,293,p006_PreCode_2019.txt,keyboard,9,bonus.,bonus,FALSE,19,1
6,2,1,1,1,1,Missed that bonus.,FALSE,FALSE,295,p006_PreCode_2019.txt,keyboard,9,missed that bonus.,missed that bonus,TRUE,19,1
6,2,1,1,1,1,I messed up the bonus again.,FALSE,FALSE,298,p006_PreCode_2019.txt,keyboard,9,i messed up the bonus again.,i messed up the bonus again,TRUE,19,1
7,2,99,1,1,0,Completely ignored the bonus signs.,FALSE,FALSE,100,p007_PreCode_2019.txt,joystick,3,completely ignored the bonus signs.,completely ignored the bonus signs,TRUE,13,1
7,2,99,1,1,0,Let me just guess that that’s the bonus.,FALSE,FALSE,130,p007_PreCode_2019.txt,joystick,4,let me just guess that that’s the bonus.,let me just guess that thats the bonus,TRUE,14,1
7,2,99,1,1,0,"Okay, I forgot which bonus I clicked… cool.",FALSE,FALSE,361,p007_PreCode_2019.txt,keyboard,3,"okay, i forgot which bonus i clicked… cool.",okay i forgot which bonus i clicked cool,TRUE,3,1
7,2,99,1,1,0,"Oh god, I forgot there were [inaudible] bonuses.",FALSE,FALSE,542,p007_PreCode_2019.txt,keyboard,10,"oh god, i forgot there were [inaudible] bonuses.",oh god i forgot there were inaudible bonuses,TRUE,10,1
7,2,99,1,1,0,"Alright, second bonus.",FALSE,FALSE,544,p007_PreCode_2019.txt,keyboard,10,"alright, second bonus.",alright second bonus,TRUE,10,1
7,2,99,1,1,0,I got a bonus and I didn’t even remember it.,FALSE,FALSE,557,p007_PreCode_2019.txt,keyboard,10,i got a bonus and i didn’t even remember it.,i got a bonus and i didnt even remember it,TRUE,10,1
8,1,1,1,0,1,Bonus I think that’s the second one I got bonus missiles.,FALSE,FALSE,18,p008_PreCode_2019.txt,keyboard,1,bonus i think that’s the second one i got bonus missiles.,bonus i think thats the second one i got bonus missiles,TRUE,11,1
8,1,1,1,0,1,I went through the bonus points.,FALSE,FALSE,21,p008_PreCode_2019.txt,keyboard,1,i went through the bonus points.,i went through the bonus points,TRUE,11,1
8,1,1,1,0,1,Bonus.,FALSE,FALSE,30,p008_PreCode_2019.txt,keyboard,1,bonus.,bonus,FALSE,11,1
8,1,1,1,0,1,So I need some extra shots. There we go bonus missiles.,FALSE,FALSE,49,p008_PreCode_2019.txt,keyboard,2,so i need some extra shots. there we go bonus missiles.,so i need some extra shots there we go bonus missiles,TRUE,12,1
8,1,1,1,0,1,bonus nice.,FALSE,FALSE,71,p008_PreCode_2019.txt,keyboard,3,bonus nice.,bonus nice,TRUE,13,1
8,1,1,1,0,1,So first bonus.,FALSE,FALSE,74,p008_PreCode_2019.txt,keyboard,3,so first bonus.,so first bonus,TRUE,13,1
8,1,1,1,0,1,I know the game is about to end so I’m gonna get bonus points if I can get bonus points.,FALSE,FALSE,92,p008_PreCode_2019.txt,keyboard,3,i know the game is about to end so i’m gonna get bonus points if i can get bonus points.,i know the game is about to end so im gonna get bonus points if i can get bonus points,TRUE,13,1
8,1,1,1,0,1,Where’s my bonus.,FALSE,FALSE,95,p008_PreCode_2019.txt,keyboard,3,where’s my bonus.,wheres my bonus,TRUE,13,1
8,1,1,1,0,1,Where’s the bonus.,FALSE,FALSE,96,p008_PreCode_2019.txt,keyboard,3,where’s the bonus.,wheres the bonus,TRUE,13,1
8,1,1,1,0,1,I think that’s the first bonus.,FALSE,FALSE,110,p008_PreCode_2019.txt,keyboard,4,i think that’s the first bonus.,i think thats the first bonus,TRUE,14,1
8,1,1,1,0,1,Awe nothing that was the second bonus.,FALSE,FALSE,111,p008_PreCode_2019.txt,keyboard,4,awe nothing that was the second bonus.,awe nothing that was the second bonus,TRUE,14,1
8,1,1,1,0,1,There’s bonus.,FALSE,FALSE,138,p008_PreCode_2019.txt,keyboard,5,there’s bonus.,theres bonus,TRUE,15,1
8,1,1,1,0,1,Bonus.,FALSE,FALSE,139,p008_PreCode_2019.txt,keyboard,5,bonus.,bonus,FALSE,15,1
8,1,1,1,0,1,I think that’s the first bonus.,FALSE,FALSE,156,p008_PreCode_2019.txt,keyboard,5,i think that’s the first bonus.,i think thats the first bonus,TRUE,15,1
8,1,1,1,0,1,I think I’m gonna get bonus points.,FALSE,FALSE,163,p008_PreCode_2019.txt,keyboard,5,i think i’m gonna get bonus points.,i think im gonna get bonus points,TRUE,15,1
8,1,1,1,0,1,Only getting bonus points cuz the games about to be over.,FALSE,FALSE,164,p008_PreCode_2019.txt,keyboard,5,only getting bonus points cuz the games about to be over.,only getting bonus points cuz the games about to be over,TRUE,15,1
8,1,1,1,0,1,Bonus.,FALSE,FALSE,172,p008_PreCode_2019.txt,keyboard,6,bonus.,bonus,FALSE,16,1
8,1,1,1,0,1,I think that’s the first bonus.,FALSE,FALSE,176,p008_PreCode_2019.txt,keyboard,6,i think that’s the first bonus.,i think thats the first bonus,TRUE,16,1
8,1,1,1,0,1,Bonus points again.,FALSE,FALSE,177,p008_PreCode_2019.txt,keyboard,6,bonus points again.,bonus points again,TRUE,16,1
8,1,1,1,0,1,First bonus.,FALSE,FALSE,186,p008_PreCode_2019.txt,keyboard,6,first bonus.,first bonus,TRUE,16,1
8,1,1,1,0,1,Awe no I should have got bonus missiles no. there yeah yeah.,FALSE,FALSE,213,p008_PreCode_2019.txt,keyboard,7,awe no i should have got bonus missiles no. there yeah yeah.,awe no i should have got bonus missiles no there yeah yeah,TRUE,17,1
8,1,1,1,0,1,I need that bonus missile.,FALSE,FALSE,222,p008_PreCode_2019.txt,keyboard,7,i need that bonus missile.,i need that bonus missile,TRUE,17,1
8,1,1,1,0,1,bonus.,FALSE,FALSE,226,p008_PreCode_2019.txt,keyboard,7,bonus.,bonus,FALSE,17,1
8,1,1,1,0,1,*mumbles* I think that’s the first bonus.,FALSE,FALSE,233,p008_PreCode_2019.txt,keyboard,7,*mumbles* i think that’s the first bonus.,mumbles i think thats the first bonus,TRUE,17,1
8,1,1,1,0,1,Second bonus.,FALSE,FALSE,234,p008_PreCode_2019.txt,keyboard,7,second bonus.,second bonus,TRUE,17,1
8,1,1,1,0,1,Awe man I missed the bonus.,FALSE,FALSE,239,p008_PreCode_2019.txt,keyboard,8,awe man i missed the bonus.,awe man i missed the bonus,TRUE,18,1
8,1,1,1,0,1,I think that’s the first bonus.,FALSE,FALSE,241,p008_PreCode_2019.txt,keyboard,8,i think that’s the first bonus.,i think thats the first bonus,TRUE,18,1
8,1,1,1,0,1,The bonus just came in too.,FALSE,FALSE,257,p008_PreCode_2019.txt,keyboard,8,the bonus just came in too.,the bonus just came in too,TRUE,18,1
8,1,1,1,0,1,Yo where’s my bonuses there that’s the first one.,FALSE,FALSE,261,p008_PreCode_2019.txt,keyboard,8,yo where’s my bonuses there that’s the first one.,yo wheres my bonuses there thats the first one,TRUE,18,1
8,1,1,1,0,1,I really want that bonus.,FALSE,FALSE,277,p008_PreCode_2019.txt,keyboard,9,i really want that bonus.,i really want that bonus,TRUE,19,1
8,1,1,1,0,1,Gimme that bonus.,FALSE,FALSE,289,p008_PreCode_2019.txt,keyboard,9,gimme that bonus.,gimme that bonus,TRUE,19,1
8,1,1,1,0,1,Bonus.,FALSE,FALSE,291,p008_PreCode_2019.txt,keyboard,9,bonus.,bonus,FALSE,19,1
9,2,1,1,0,0,I could’ve gotten bonus.,FALSE,FALSE,116,p009_PreCode_2019.txt,joystick,3,i could’ve gotten bonus.,i couldve gotten bonus,TRUE,13,1
9,2,1,1,0,0,"Okay, bonus.",FALSE,FALSE,237,p009_PreCode_2019.txt,joystick,6,"okay, bonus.",okay bonus,TRUE,16,1
9,2,1,1,0,0,Give me the bonus.,FALSE,FALSE,243,p009_PreCode_2019.txt,joystick,6,give me the bonus.,give me the bonus,TRUE,16,1
9,2,1,1,0,0,"I feel so saddened right now, but I got the bonus so I feel better.",FALSE,FALSE,387,p009_PreCode_2019.txt,joystick,9,"i feel so saddened right now, but i got the bonus so i feel better.",i feel so saddened right now but i got the bonus so i feel better,TRUE,19,1
9,2,1,1,0,0,Maybe if I keep getting the bonuses I will get better.,FALSE,FALSE,1011,p009_PreCode_2019.txt,keyboard,10,maybe if i keep getting the bonuses i will get better.,maybe if i keep getting the bonuses i will get better,TRUE,10,1
11,2,0,1,1,1,Oh somehow I got bonus points.,FALSE,FALSE,90,p011_PreCode_2019.txt,joystick,2,oh somehow i got bonus points.,oh somehow i got bonus points,TRUE,2,1
11,2,0,1,1,1,No I still have to get the bonus.,FALSE,FALSE,105,p011_PreCode_2019.txt,joystick,3,no i still have to get the bonus.,no i still have to get the bonus,TRUE,3,1
11,2,0,1,1,1,Oh I got the bonus.,FALSE,FALSE,123,p011_PreCode_2019.txt,joystick,3,oh i got the bonus.,oh i got the bonus,TRUE,3,1
11,2,0,1,1,1,No I still didn’t get the bonus points.,FALSE,FALSE,172,p011_PreCode_2019.txt,joystick,4,no i still didn’t get the bonus points.,no i still didnt get the bonus points,TRUE,4,1
11,2,0,1,1,1,Lost the bonus.,FALSE,FALSE,219,p011_PreCode_2019.txt,joystick,5,lost the bonus.,lost the bonus,TRUE,5,1
11,2,0,1,1,1,That’s the second time that’s showed up bonus.,FALSE,FALSE,306,p011_PreCode_2019.txt,joystick,7,that’s the second time that’s showed up bonus.,thats the second time thats showed up bonus,TRUE,7,1
11,2,0,1,1,1,I think that’s bonus.,FALSE,FALSE,409,p011_PreCode_2019.txt,joystick,10,i think that’s bonus.,i think thats bonus,TRUE,10,1
11,2,0,1,1,1,collect bonus now.,FALSE,FALSE,488,p011_PreCode_2019.txt,keyboard,2,collect bonus now.,collect bonus now,TRUE,12,1
11,2,0,1,1,1,That’s bonus.,FALSE,FALSE,505,p011_PreCode_2019.txt,keyboard,2,that’s bonus.,thats bonus,TRUE,12,1
11,2,0,1,1,1,Well I got the bonus at least.,FALSE,FALSE,583,p011_PreCode_2019.txt,keyboard,4,well i got the bonus at least.,well i got the bonus at least,TRUE,14,1
11,2,0,1,1,1,I think that’s the bonus.,FALSE,FALSE,625,p011_PreCode_2019.txt,keyboard,5,i think that’s the bonus.,i think thats the bonus,TRUE,15,1
11,2,0,1,1,1,Get the bonus at least.,FALSE,FALSE,645,p011_PreCode_2019.txt,keyboard,5,get the bonus at least.,get the bonus at least,TRUE,15,1
11,2,0,1,1,1,Got the bonus.,FALSE,FALSE,676,p011_PreCode_2019.txt,keyboard,6,got the bonus.,got the bonus,TRUE,16,1
11,2,0,1,1,1,That was the bonus.,FALSE,FALSE,695,p011_PreCode_2019.txt,keyboard,7,that was the bonus.,that was the bonus,TRUE,17,1
11,2,0,1,1,1,I think that’s the bonus.,FALSE,FALSE,714,p011_PreCode_2019.txt,keyboard,8,i think that’s the bonus.,i think thats the bonus,TRUE,18,1
11,2,0,1,1,1,I keep missing the bonus point too.,FALSE,FALSE,730,p011_PreCode_2019.txt,keyboard,8,i keep missing the bonus point too.,i keep missing the bonus point too,TRUE,18,1
11,2,0,1,1,1,Oh I missed the bonus.,FALSE,FALSE,741,p011_PreCode_2019.txt,keyboard,9,oh i missed the bonus.,oh i missed the bonus,TRUE,19,1
