Participant_ID,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,statement,interfaceMarkers,gameMarkers,lineNumber,fileName,interface,gameNumber,lowerStatement,statementClean,phrase,cumulativeGameNumber
3,1,1,1,1,1,"Um, C is not EDN, and I keep… no, I got it, I try to shoot now.",FALSE,FALSE,19,p003_PreCode_2019.txt,joystick,1,"um, c is not edn, and i keep… no, i got it, i try to shoot now.",um c is not edn and i keep no i got it i try to shoot now,TRUE,1
3,1,1,1,1,1,I’m not seeing a two.,FALSE,FALSE,20,p003_PreCode_2019.txt,joystick,1,i’m not seeing a two.,im not seeing a two,TRUE,1
3,1,1,1,1,1,"I think I got hit by a mine, but [inaudible].",FALSE,FALSE,21,p003_PreCode_2019.txt,joystick,1,"i think i got hit by a mine, but [inaudible].",i think i got hit by a mine but inaudible,TRUE,1
3,1,1,1,1,1,Is it over?,FALSE,FALSE,22,p003_PreCode_2019.txt,joystick,1,is it over?,is it over,TRUE,1
3,1,1,1,1,1,P: And I did 4190?,FALSE,FALSE,23,p003_PreCode_2019.txt,joystick,1,p: and i did 4190?,p and i did 4190,TRUE,1
3,1,1,1,1,1,Solid.,FALSE,FALSE,24,p003_PreCode_2019.txt,joystick,1,solid.,solid,FALSE,1
3,1,1,1,1,1,P: Is there a mouse?,FALSE,FALSE,25,p003_PreCode_2019.txt,joystick,1,p: is there a mouse?,p is there a mouse,TRUE,1
3,1,1,1,1,1,"Yeah, there is a mouse.",FALSE,FALSE,26,p003_PreCode_2019.txt,joystick,1,"yeah, there is a mouse.",yeah there is a mouse,TRUE,1
3,1,1,1,1,1,#>2,FALSE,TRUE,27,p003_PreCode_2019.txt,joystick,2,#>2,2,FALSE,2
3,1,1,1,1,1,"P: Yeah, I forgot.",FALSE,FALSE,28,p003_PreCode_2019.txt,joystick,2,"p: yeah, i forgot.",p yeah i forgot,TRUE,2
3,1,1,1,1,1,GSH.,FALSE,FALSE,29,p003_PreCode_2019.txt,joystick,2,gsh.,gsh,FALSE,2
3,1,1,1,1,1,I don’t like how it shoots me right away—that’s all I’m saying.,FALSE,FALSE,30,p003_PreCode_2019.txt,joystick,2,i don’t like how it shoots me right away—that’s all i’m saying.,i dont like how it shoots me right awaythats all im saying,TRUE,2
3,1,1,1,1,1,Is it going to keep doing this?,FALSE,FALSE,31,p003_PreCode_2019.txt,joystick,2,is it going to keep doing this?,is it going to keep doing this,TRUE,2
3,1,1,1,1,1,It’s like impossible to shoot right.,FALSE,FALSE,32,p003_PreCode_2019.txt,joystick,2,it’s like impossible to shoot right.,its like impossible to shoot right,TRUE,2
3,1,1,1,1,1,I got hit.,FALSE,FALSE,33,p003_PreCode_2019.txt,joystick,2,i got hit.,i got hit,TRUE,2
3,1,1,1,1,1,That is [inaudible]… I got hit.,FALSE,FALSE,34,p003_PreCode_2019.txt,joystick,2,that is [inaudible]… i got hit.,that is inaudible i got hit,TRUE,2
3,1,1,1,1,1,"Aw, do over.",FALSE,FALSE,35,p003_PreCode_2019.txt,joystick,2,"aw, do over.",aw do over,TRUE,2
3,1,1,1,1,1,Saw a question mark.,FALSE,FALSE,36,p003_PreCode_2019.txt,joystick,2,saw a question mark.,saw a question mark,TRUE,2
3,1,1,1,1,1,[inaudible].,FALSE,FALSE,37,p003_PreCode_2019.txt,joystick,2,[inaudible].,inaudible,FALSE,2
3,1,1,1,1,1,I should shoot that.,FALSE,FALSE,38,p003_PreCode_2019.txt,joystick,2,i should shoot that.,i should shoot that,TRUE,2
3,1,1,1,1,1,I see one… a bonus one.,FALSE,FALSE,39,p003_PreCode_2019.txt,joystick,2,i see one… a bonus one.,i see one a bonus one,TRUE,2
3,1,1,1,1,1,I’m moving really fast.,FALSE,FALSE,40,p003_PreCode_2019.txt,joystick,2,i’m moving really fast.,im moving really fast,TRUE,2
3,1,1,1,1,1,"I don’t remember if that’s the second… Oh no, was that eight?",FALSE,FALSE,41,p003_PreCode_2019.txt,joystick,2,"i don’t remember if that’s the second… oh no, was that eight?",i dont remember if thats the second oh no was that eight,TRUE,2
3,1,1,1,1,1,P: Negative 1902?,FALSE,FALSE,42,p003_PreCode_2019.txt,joystick,2,p: negative 1902?,p negative 1902,TRUE,2
3,1,1,1,1,1,Getting there.,FALSE,FALSE,43,p003_PreCode_2019.txt,joystick,2,getting there.,getting there,TRUE,2
3,1,1,1,1,1,Let’s start again.,FALSE,FALSE,44,p003_PreCode_2019.txt,joystick,2,let’s start again.,lets start again,TRUE,2
3,1,1,1,1,1,#>3,FALSE,TRUE,45,p003_PreCode_2019.txt,joystick,3,#>3,3,FALSE,3
3,1,1,1,1,1,P: CAR.,FALSE,FALSE,46,p003_PreCode_2019.txt,joystick,3,p: car.,p car,TRUE,3
3,1,1,1,1,1,Foe mines are CAR.,FALSE,FALSE,47,p003_PreCode_2019.txt,joystick,3,foe mines are car.,foe mines are car,TRUE,3
3,1,1,1,1,1,"Got hit twice off the bat, that’s nice.",FALSE,FALSE,48,p003_PreCode_2019.txt,joystick,3,"got hit twice off the bat, that’s nice.",got hit twice off the bat thats nice,TRUE,3
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,49,p003_PreCode_2019.txt,joystick,3,i see a dollar sign.,i see a dollar sign,TRUE,3
3,1,1,1,1,1,Um… It’s not worth going in a circle.,FALSE,FALSE,50,p003_PreCode_2019.txt,joystick,3,um… it’s not worth going in a circle.,um its not worth going in a circle,TRUE,3
3,1,1,1,1,1,It’s a C so I should shoot it.,FALSE,FALSE,51,p003_PreCode_2019.txt,joystick,3,it’s a c so i should shoot it.,its a c so i should shoot it,TRUE,3
3,1,1,1,1,1,[inaudible].,FALSE,FALSE,52,p003_PreCode_2019.txt,joystick,3,[inaudible].,inaudible,FALSE,3
3,1,1,1,1,1,P: You’re right.,FALSE,FALSE,53,p003_PreCode_2019.txt,joystick,3,p: you’re right.,p youre right,TRUE,3
3,1,1,1,1,1,"It’s really hard, it’s really awkward, is all.",FALSE,FALSE,54,p003_PreCode_2019.txt,joystick,3,"it’s really hard, it’s really awkward, is all.",its really hard its really awkward is all,TRUE,3
3,1,1,1,1,1,I just shot the mine--,FALSE,FALSE,55,p003_PreCode_2019.txt,joystick,3,i just shot the mine--,i just shot the mine,TRUE,3
3,1,1,1,1,1,P: --I just don’t remember if it’s right.,FALSE,FALSE,56,p003_PreCode_2019.txt,joystick,3,p: --i just don’t remember if it’s right.,p i just dont remember if its right,TRUE,3
3,1,1,1,1,1,"It was a friendly one, I think?",FALSE,FALSE,57,p003_PreCode_2019.txt,joystick,3,"it was a friendly one, i think?",it was a friendly one i think,TRUE,3
3,1,1,1,1,1,"Okay, uh, I’ll try shooting the fortress.",FALSE,FALSE,58,p003_PreCode_2019.txt,joystick,3,"okay, uh, i’ll try shooting the fortress.",okay uh ill try shooting the fortress,TRUE,3
3,1,1,1,1,1,Your score is 39.,FALSE,FALSE,59,p003_PreCode_2019.txt,joystick,3,your score is 39.,your score is 39,TRUE,3
3,1,1,1,1,1,"Negative 39. There were five bonus options, but I did not see them.",FALSE,FALSE,60,p003_PreCode_2019.txt,joystick,3,"negative 39. there were five bonus options, but i did not see them.",negative 39 there were five bonus options but i did not see them,TRUE,3
3,1,1,1,1,1,#>4,FALSE,TRUE,61,p003_PreCode_2019.txt,joystick,4,#>4,4,FALSE,4
3,1,1,1,1,1,P: TNK.,FALSE,FALSE,62,p003_PreCode_2019.txt,joystick,4,p: tnk.,p tnk,TRUE,4
3,1,1,1,1,1,I’ll just try shooting the fortress as much… before the mines come.,FALSE,FALSE,63,p003_PreCode_2019.txt,joystick,4,i’ll just try shooting the fortress as much… before the mines come.,ill just try shooting the fortress as much before the mines come,TRUE,4
3,1,1,1,1,1,Got a bonus.,FALSE,FALSE,64,p003_PreCode_2019.txt,joystick,4,got a bonus.,got a bonus,TRUE,4
3,1,1,1,1,1,Smart.,FALSE,FALSE,65,p003_PreCode_2019.txt,joystick,4,smart.,smart,FALSE,4
3,1,1,1,1,1,The foe mine went by.,FALSE,FALSE,66,p003_PreCode_2019.txt,joystick,4,the foe mine went by.,the foe mine went by,TRUE,4
3,1,1,1,1,1,"I marked the N one, but I got hit by it so it doesn’t matter.",FALSE,FALSE,67,p003_PreCode_2019.txt,joystick,4,"i marked the n one, but i got hit by it so it doesn’t matter.",i marked the n one but i got hit by it so it doesnt matter,TRUE,4
3,1,1,1,1,1,Got the bonus points because I reacted to the two.,FALSE,FALSE,68,p003_PreCode_2019.txt,joystick,4,got the bonus points because i reacted to the two.,got the bonus points because i reacted to the two,TRUE,4
3,1,1,1,1,1,"Mine is on screen, it is T.",FALSE,FALSE,69,p003_PreCode_2019.txt,joystick,4,"mine is on screen, it is t.",mine is on screen it is t,TRUE,4
3,1,1,1,1,1,I think I marked it wrong.,FALSE,FALSE,70,p003_PreCode_2019.txt,joystick,4,i think i marked it wrong.,i think i marked it wrong,TRUE,4
3,1,1,1,1,1,"See a dollar sign, see a mine, uh, it’s unfriendly.",FALSE,FALSE,71,p003_PreCode_2019.txt,joystick,4,"see a dollar sign, see a mine, uh, it’s unfriendly.",see a dollar sign see a mine uh its unfriendly,TRUE,4
3,1,1,1,1,1,It’s off the screen.,FALSE,FALSE,72,p003_PreCode_2019.txt,joystick,4,it’s off the screen.,its off the screen,TRUE,4
3,1,1,1,1,1,Shot the fortress once.,FALSE,FALSE,73,p003_PreCode_2019.txt,joystick,4,shot the fortress once.,shot the fortress once,TRUE,4
3,1,1,1,1,1,"Saw one dollar sign, saw two… I didn’t get the points, but, I think I should have.",FALSE,FALSE,74,p003_PreCode_2019.txt,joystick,4,"saw one dollar sign, saw two… i didn’t get the points, but, i think i should have.",saw one dollar sign saw two i didnt get the points but i think i should have,TRUE,4
3,1,1,1,1,1,Control was significantly worse.,FALSE,FALSE,75,p003_PreCode_2019.txt,joystick,4,control was significantly worse.,control was significantly worse,TRUE,4
3,1,1,1,1,1,#>5,FALSE,TRUE,76,p003_PreCode_2019.txt,joystick,5,#>5,5,FALSE,5
3,1,1,1,1,1,"P: LME are the, uh, letters.",FALSE,FALSE,77,p003_PreCode_2019.txt,joystick,5,"p: lme are the, uh, letters.",p lme are the uh letters,TRUE,5
3,1,1,1,1,1,I’m gonna try shooting the fortress as many times as possible before the mines comes.,FALSE,FALSE,78,p003_PreCode_2019.txt,joystick,5,i’m gonna try shooting the fortress as many times as possible before the mines comes.,im gonna try shooting the fortress as many times as possible before the mines comes,TRUE,5
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,79,p003_PreCode_2019.txt,joystick,5,i see a dollar sign.,i see a dollar sign,TRUE,5
3,1,1,1,1,1,"Uh, that’s friendly but I… cannot slow down enough to shoot it.",FALSE,FALSE,80,p003_PreCode_2019.txt,joystick,5,"uh, that’s friendly but i… cannot slow down enough to shoot it.",uh thats friendly but i cannot slow down enough to shoot it,TRUE,5
3,1,1,1,1,1,"That one’s not friendly, I got hit by it.",FALSE,FALSE,81,p003_PreCode_2019.txt,joystick,5,"that one’s not friendly, i got hit by it.",that ones not friendly i got hit by it,TRUE,5
3,1,1,1,1,1,That one’s friendly so I’m gonna try to shoot it… I hit the wrong button.,FALSE,FALSE,82,p003_PreCode_2019.txt,joystick,5,that one’s friendly so i’m gonna try to shoot it… i hit the wrong button.,that ones friendly so im gonna try to shoot it i hit the wrong button,TRUE,5
3,1,1,1,1,1,"It was a dollar and an @, so… I won’t.",FALSE,FALSE,83,p003_PreCode_2019.txt,joystick,5,"it was a dollar and an @, so… i won’t.",it was a dollar and an  so i wont,TRUE,5
3,1,1,1,1,1,I’m going way too fast.,FALSE,FALSE,84,p003_PreCode_2019.txt,joystick,5,i’m going way too fast.,im going way too fast,TRUE,5
3,1,1,1,1,1,I see a dollar.,FALSE,FALSE,85,p003_PreCode_2019.txt,joystick,5,i see a dollar.,i see a dollar,TRUE,5
3,1,1,1,1,1,That is a friendly mine.,FALSE,FALSE,86,p003_PreCode_2019.txt,joystick,5,that is a friendly mine.,that is a friendly mine,TRUE,5
3,1,1,1,1,1,"I see the dollar again, but I tried to click it and I got a bad mine.",FALSE,FALSE,87,p003_PreCode_2019.txt,joystick,5,"i see the dollar again, but i tried to click it and i got a bad mine.",i see the dollar again but i tried to click it and i got a bad mine,TRUE,5
3,1,1,1,1,1,"[inaudible], I see a dollar sign, it might be more ammo, so I’ve been spamming the button.",FALSE,FALSE,88,p003_PreCode_2019.txt,joystick,5,"[inaudible], i see a dollar sign, it might be more ammo, so i’ve been spamming the button.",inaudible i see a dollar sign it might be more ammo so ive been spamming the button,TRUE,5
3,1,1,1,1,1,That is unfriendly.,FALSE,FALSE,89,p003_PreCode_2019.txt,joystick,5,that is unfriendly.,that is unfriendly,TRUE,5
3,1,1,1,1,1,Gonna try a double shot… I died.,FALSE,FALSE,90,p003_PreCode_2019.txt,joystick,5,gonna try a double shot… i died.,gonna try a double shot i died,TRUE,5
3,1,1,1,1,1,"Pound sign… Vulnerability five, there’s a mine.",FALSE,FALSE,91,p003_PreCode_2019.txt,joystick,5,"pound sign… vulnerability five, there’s a mine.",pound sign vulnerability five theres a mine,TRUE,5
3,1,1,1,1,1,It’s not friendly.,FALSE,FALSE,92,p003_PreCode_2019.txt,joystick,5,it’s not friendly.,its not friendly,TRUE,5
3,1,1,1,1,1,[inaudible] Going way too fast but I’m outside… the game ended.,FALSE,FALSE,93,p003_PreCode_2019.txt,joystick,5,[inaudible] going way too fast but i’m outside… the game ended.,inaudible going way too fast but im outside the game ended,TRUE,5
3,1,1,1,1,1,#>6,FALSE,TRUE,94,p003_PreCode_2019.txt,joystick,6,#>6,6,FALSE,6
3,1,1,1,1,1,P: Foe mines are PFM.,FALSE,FALSE,95,p003_PreCode_2019.txt,joystick,6,p: foe mines are pfm.,p foe mines are pfm,TRUE,6
3,1,1,1,1,1,Uh… I’m moving backwards.,FALSE,FALSE,96,p003_PreCode_2019.txt,joystick,6,uh… i’m moving backwards.,uh im moving backwards,TRUE,6
3,1,1,1,1,1,Um.,FALSE,FALSE,97,p003_PreCode_2019.txt,joystick,6,um.,um,FALSE,6
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,98,p003_PreCode_2019.txt,joystick,6,i see a dollar sign.,i see a dollar sign,TRUE,6
3,1,1,1,1,1,"Trying to shoot the mine, but it’s really hard.",FALSE,FALSE,99,p003_PreCode_2019.txt,joystick,6,"trying to shoot the mine, but it’s really hard.",trying to shoot the mine but its really hard,TRUE,6
3,1,1,1,1,1,"Vulnerability seven, and I see a dollar sign but I’m not sure if I can collect the bonus.",FALSE,FALSE,100,p003_PreCode_2019.txt,joystick,6,"vulnerability seven, and i see a dollar sign but i’m not sure if i can collect the bonus.",vulnerability seven and i see a dollar sign but im not sure if i can collect the bonus,TRUE,6
3,1,1,1,1,1,I can collect the bonus.,FALSE,FALSE,101,p003_PreCode_2019.txt,joystick,6,i can collect the bonus.,i can collect the bonus,TRUE,6
3,1,1,1,1,1,[inaudible].,FALSE,FALSE,102,p003_PreCode_2019.txt,joystick,6,[inaudible].,inaudible,FALSE,6
3,1,1,1,1,1,There’s a friendly mine… I got hit by the friendly mine.,FALSE,FALSE,103,p003_PreCode_2019.txt,joystick,6,there’s a friendly mine… i got hit by the friendly mine.,theres a friendly mine i got hit by the friendly mine,TRUE,6
3,1,1,1,1,1,Saw a dollar sign.,FALSE,FALSE,104,p003_PreCode_2019.txt,joystick,6,saw a dollar sign.,saw a dollar sign,TRUE,6
3,1,1,1,1,1,Flew right into shots.,FALSE,FALSE,105,p003_PreCode_2019.txt,joystick,6,flew right into shots.,flew right into shots,TRUE,6
3,1,1,1,1,1,There’s no bonus available if it’s an @ sign.,FALSE,FALSE,106,p003_PreCode_2019.txt,joystick,6,there’s no bonus available if it’s an @ sign.,theres no bonus available if its an  sign,TRUE,6
3,1,1,1,1,1,"And, friendly mine.",FALSE,FALSE,107,p003_PreCode_2019.txt,joystick,6,"and, friendly mine.",and friendly mine,TRUE,6
3,1,1,1,1,1,Vulnerability seven.,FALSE,FALSE,108,p003_PreCode_2019.txt,joystick,6,vulnerability seven.,vulnerability seven,TRUE,6
3,1,1,1,1,1,Nine.,FALSE,FALSE,109,p003_PreCode_2019.txt,joystick,6,nine.,nine,FALSE,6
3,1,1,1,1,1,"Ah, I died.",FALSE,FALSE,110,p003_PreCode_2019.txt,joystick,6,"ah, i died.",ah i died,TRUE,6
3,1,1,1,1,1,Trying to slow down.,FALSE,FALSE,111,p003_PreCode_2019.txt,joystick,6,trying to slow down.,trying to slow down,TRUE,6
3,1,1,1,1,1,Slowed down too much.,FALSE,FALSE,112,p003_PreCode_2019.txt,joystick,6,slowed down too much.,slowed down too much,TRUE,6
3,1,1,1,1,1,That’s a friendly mine.,FALSE,FALSE,113,p003_PreCode_2019.txt,joystick,6,that’s a friendly mine.,thats a friendly mine,TRUE,6
3,1,1,1,1,1,"See a dollar sign, I’m gonna try and get more shots because I’m running out.",FALSE,FALSE,114,p003_PreCode_2019.txt,joystick,6,"see a dollar sign, i’m gonna try and get more shots because i’m running out.",see a dollar sign im gonna try and get more shots because im running out,TRUE,6
3,1,1,1,1,1,Game’s over.,FALSE,FALSE,115,p003_PreCode_2019.txt,joystick,6,game’s over.,games over,TRUE,6
3,1,1,1,1,1,I got 2711.,FALSE,FALSE,116,p003_PreCode_2019.txt,joystick,6,i got 2711.,i got 2711,TRUE,6
3,1,1,1,1,1,"There were 5 bonus chances, but I only got one, so I guess I should be looking at that more.",FALSE,FALSE,117,p003_PreCode_2019.txt,joystick,6,"there were 5 bonus chances, but i only got one, so i guess i should be looking at that more.",there were 5 bonus chances but i only got one so i guess i should be looking at that more,TRUE,6
3,1,1,1,1,1,#>7,FALSE,TRUE,118,p003_PreCode_2019.txt,joystick,7,#>7,7,FALSE,7
3,1,1,1,1,1,P: Foe mines are HKR.,FALSE,FALSE,119,p003_PreCode_2019.txt,joystick,7,p: foe mines are hkr.,p foe mines are hkr,TRUE,7
3,1,1,1,1,1,"I see a dollar sign, probably take score if I get it.",FALSE,FALSE,120,p003_PreCode_2019.txt,joystick,7,"i see a dollar sign, probably take score if i get it.",i see a dollar sign probably take score if i get it,TRUE,7
3,1,1,1,1,1,Took score.,FALSE,FALSE,121,p003_PreCode_2019.txt,joystick,7,took score.,took score,TRUE,7
3,1,1,1,1,1,"That’s a friendly mine, but I’m moving really fast so I don’t know if I can shoot it.",FALSE,FALSE,122,p003_PreCode_2019.txt,joystick,7,"that’s a friendly mine, but i’m moving really fast so i don’t know if i can shoot it.",thats a friendly mine but im moving really fast so i dont know if i can shoot it,TRUE,7
3,1,1,1,1,1,Moving too fast.,FALSE,FALSE,123,p003_PreCode_2019.txt,joystick,7,moving too fast.,moving too fast,TRUE,7
3,1,1,1,1,1,That’s also a friendly mine.,FALSE,FALSE,124,p003_PreCode_2019.txt,joystick,7,that’s also a friendly mine.,thats also a friendly mine,TRUE,7
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,125,p003_PreCode_2019.txt,joystick,7,i see a dollar sign.,i see a dollar sign,TRUE,7
3,1,1,1,1,1,Vulnerability… nine.,FALSE,FALSE,126,p003_PreCode_2019.txt,joystick,7,vulnerability… nine.,vulnerability nine,TRUE,7
3,1,1,1,1,1,Try to shoot a double shot.,FALSE,FALSE,127,p003_PreCode_2019.txt,joystick,7,try to shoot a double shot.,try to shoot a double shot,TRUE,7
3,1,1,1,1,1,Hit it.,FALSE,FALSE,128,p003_PreCode_2019.txt,joystick,7,hit it.,hit it,TRUE,7
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,129,p003_PreCode_2019.txt,joystick,7,i see a dollar sign.,i see a dollar sign,TRUE,7
3,1,1,1,1,1,"Ah, I ran into the friendly mine because I was moving too fast.",FALSE,FALSE,130,p003_PreCode_2019.txt,joystick,7,"ah, i ran into the friendly mine because i was moving too fast.",ah i ran into the friendly mine because i was moving too fast,TRUE,7
3,1,1,1,1,1,Question mark.,FALSE,FALSE,131,p003_PreCode_2019.txt,joystick,7,question mark.,question mark,TRUE,7
3,1,1,1,1,1,I don’t remember if that is a good letter.,FALSE,FALSE,132,p003_PreCode_2019.txt,joystick,7,i don’t remember if that is a good letter.,i dont remember if that is a good letter,TRUE,7
3,1,1,1,1,1,I died before I could shoot the fortress again.,FALSE,FALSE,133,p003_PreCode_2019.txt,joystick,7,i died before i could shoot the fortress again.,i died before i could shoot the fortress again,TRUE,7
3,1,1,1,1,1,"That’s a foe mine, but I’m really bad at aiming.",FALSE,FALSE,134,p003_PreCode_2019.txt,joystick,7,"that’s a foe mine, but i’m really bad at aiming.",thats a foe mine but im really bad at aiming,TRUE,7
3,1,1,1,1,1,Let me try to slow down.,FALSE,FALSE,135,p003_PreCode_2019.txt,joystick,7,let me try to slow down.,let me try to slow down,TRUE,7
3,1,1,1,1,1,That’s a friendly mine but I didn’t know and I accidentally shot it.,FALSE,FALSE,136,p003_PreCode_2019.txt,joystick,7,that’s a friendly mine but i didn’t know and i accidentally shot it.,thats a friendly mine but i didnt know and i accidentally shot it,TRUE,7
3,1,1,1,1,1,So that works out.,FALSE,FALSE,137,p003_PreCode_2019.txt,joystick,7,so that works out.,so that works out,TRUE,7
3,1,1,1,1,1,"Missing everything… I have 17 shots, so I should look out for the shots.",FALSE,FALSE,138,p003_PreCode_2019.txt,joystick,7,"missing everything… i have 17 shots, so i should look out for the shots.",missing everything i have 17 shots so i should look out for the shots,TRUE,7
3,1,1,1,1,1,Or stop missing.,FALSE,FALSE,139,p003_PreCode_2019.txt,joystick,7,or stop missing.,or stop missing,TRUE,7
3,1,1,1,1,1,"That was a shot, that was a shot.",FALSE,FALSE,140,p003_PreCode_2019.txt,joystick,7,"that was a shot, that was a shot.",that was a shot that was a shot,TRUE,7
3,1,1,1,1,1,And that’s it.,FALSE,FALSE,141,p003_PreCode_2019.txt,joystick,7,and that’s it.,and thats it,TRUE,7
3,1,1,1,1,1,"I only have ten bullets,",FALSE,FALSE,142,p003_PreCode_2019.txt,joystick,7,"i only have ten bullets,",i only have ten bullets,TRUE,7
3,1,1,1,1,1,so I should stop missing.,FALSE,FALSE,143,p003_PreCode_2019.txt,joystick,7,so i should stop missing.,so i should stop missing,TRUE,7
3,1,1,1,1,1,I’ll just fly around until there’s another bonus.,FALSE,FALSE,144,p003_PreCode_2019.txt,joystick,7,i’ll just fly around until there’s another bonus.,ill just fly around until theres another bonus,TRUE,7
3,1,1,1,1,1,Game’s over.,FALSE,FALSE,145,p003_PreCode_2019.txt,joystick,7,game’s over.,games over,TRUE,7
3,1,1,1,1,1,#>8,FALSE,TRUE,146,p003_PreCode_2019.txt,joystick,8,#>8,8,FALSE,8
3,1,1,1,1,1,P: Foe mines are JZ and L.,FALSE,FALSE,147,p003_PreCode_2019.txt,joystick,8,p: foe mines are jz and l.,p foe mines are jz and l,TRUE,8
3,1,1,1,1,1,[inaudible] after dollar sign.,FALSE,FALSE,148,p003_PreCode_2019.txt,joystick,8,[inaudible] after dollar sign.,inaudible after dollar sign,TRUE,8
3,1,1,1,1,1,I can shoot him now.,FALSE,FALSE,149,p003_PreCode_2019.txt,joystick,8,i can shoot him now.,i can shoot him now,TRUE,8
3,1,1,1,1,1,I’m messing up the intervals for that.,FALSE,FALSE,150,p003_PreCode_2019.txt,joystick,8,i’m messing up the intervals for that.,im messing up the intervals for that,TRUE,8
3,1,1,1,1,1,I got hit.,FALSE,FALSE,151,p003_PreCode_2019.txt,joystick,8,i got hit.,i got hit,TRUE,8
3,1,1,1,1,1,"I see a dollar sign, and I’ll probably take more shots.",FALSE,FALSE,152,p003_PreCode_2019.txt,joystick,8,"i see a dollar sign, and i’ll probably take more shots.",i see a dollar sign and ill probably take more shots,TRUE,8
3,1,1,1,1,1,Can’t miss it… [inaudible].,FALSE,FALSE,153,p003_PreCode_2019.txt,joystick,8,can’t miss it… [inaudible].,cant miss it inaudible,TRUE,8
3,1,1,1,1,1,I ran into the fortress and died.,FALSE,FALSE,154,p003_PreCode_2019.txt,joystick,8,i ran into the fortress and died.,i ran into the fortress and died,TRUE,8
3,1,1,1,1,1,I see a dollar sign.,FALSE,FALSE,155,p003_PreCode_2019.txt,joystick,8,i see a dollar sign.,i see a dollar sign,TRUE,8
3,1,1,1,1,1,That’s a friendly mine… shot it.,FALSE,FALSE,156,p003_PreCode_2019.txt,joystick,8,that’s a friendly mine… shot it.,thats a friendly mine shot it,TRUE,8
